2022.09.28 23:25:53,466	INFO	1	org.l2jmobius.commons.database.DatabaseFactory	Database: Initialized.
2022.09.28 23:25:53,509	INFO	1	org.l2jmobius.loginserver.LoginController	Loading LoginController...
2022.09.28 23:25:53,839	INFO	1	org.l2jmobius.loginserver.LoginController	Cached 10 KeyPairs for RSA communication.
2022.09.28 23:25:53,915	INFO	1	org.l2jmobius.loginserver.GameServerTable	Loaded 127 server names.
2022.09.28 23:25:53,920	INFO	1	org.l2jmobius.loginserver.GameServerTable	Loaded 1 registered Game Servers.
2022.09.28 23:25:53,981	INFO	1	org.l2jmobius.loginserver.GameServerTable	Cached 10 RSA keys for Game Server communication.
2022.09.28 23:25:53,984	INFO	1	org.l2jmobius.loginserver.LoginServer	Loaded 2 IP Bans.
2022.09.28 23:25:53,986	INFO	1	org.l2jmobius.loginserver.LoginServer	Listening for GameServers on 127.0.0.1:9014
2022.09.28 23:25:54,171	INFO	1	org.l2jmobius.commons.network.NetworkManager	ClientNetworkManager: Listening on 0.0.0.0:6666
2022.09.28 23:26:24,954	INFO	31	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Bartz IP's:
2022.09.28 23:26:24,955	INFO	31	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2022.09.28 23:26:24,956	INFO	31	org.l2jmobius.loginserver.GameServerThread	192.168.0.28/192.168.0.0/24
2022.09.28 23:26:24,956	INFO	31	org.l2jmobius.loginserver.GameServerThread	188.123.230.34/0.0.0.0/0
2022.09.28 23:58:02,093	INFO	31	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Bartz: Connection lost: Connection reset
2022.09.28 23:58:02,094	INFO	31	org.l2jmobius.loginserver.GameServerThread	Server [2] Bartz is now set as disconnected.
2022.09.28 23:58:26,397	INFO	39	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Bartz IP's:
2022.09.28 23:58:26,398	INFO	39	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2022.09.28 23:58:26,398	INFO	39	org.l2jmobius.loginserver.GameServerThread	192.168.0.28/192.168.0.0/24
2022.09.28 23:58:26,398	INFO	39	org.l2jmobius.loginserver.GameServerThread	188.123.230.34/0.0.0.0/0
2022.09.29 00:00:42,489	INFO	39	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Bartz: Connection lost: Connection reset
2022.09.29 00:00:42,491	INFO	39	org.l2jmobius.loginserver.GameServerThread	Server [2] Bartz is now set as disconnected.
2022.09.29 00:01:06,094	INFO	41	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Bartz IP's:
2022.09.29 00:01:06,094	INFO	41	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2022.09.29 00:01:06,094	INFO	41	org.l2jmobius.loginserver.GameServerThread	192.168.0.28/192.168.0.0/24
2022.09.29 00:01:06,094	INFO	41	org.l2jmobius.loginserver.GameServerThread	188.123.230.34/0.0.0.0/0
