2022.10.01 02:21:26,896	INFO	1	org.l2jmobius.commons.database.DatabaseFactory	Database: Initialized.
2022.10.01 02:34:44,873	INFO	38	org.l2jmobius.loginserver.GameServerThread	Server [2] Bartz is now set as disconnected.
2022.10.01 02:35:09,218	INFO	40	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Bartz IP's:
2022.10.01 02:35:09,219	INFO	40	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2022.10.01 02:35:09,219	INFO	40	org.l2jmobius.loginserver.GameServerThread	192.168.0.28/192.168.0.0/24
2022.10.01 02:35:09,219	INFO	40	org.l2jmobius.loginserver.GameServerThread	188.123.230.51/0.0.0.0/0
2022.10.01 02:45:33,626	INFO	44	org.l2jmobius.loginserver.LoginController	Auto created account 'admin13'.
2022.10.01 03:07:37,998	INFO	40	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Bartz: Connection lost: Connection reset
2022.10.01 03:07:38,006	INFO	40	org.l2jmobius.loginserver.GameServerThread	Server [2] Bartz is now set as disconnected.
2022.10.01 03:08:04,333	INFO	54	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Bartz IP's:
2022.10.01 03:08:04,334	INFO	54	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2022.10.01 03:08:04,334	INFO	54	org.l2jmobius.loginserver.GameServerThread	192.168.0.28/192.168.0.0/24
2022.10.01 03:08:04,334	INFO	54	org.l2jmobius.loginserver.GameServerThread	188.123.230.51/0.0.0.0/0
2022.10.01 03:11:39,076	INFO	54	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Bartz: Connection lost: Connection reset
2022.10.01 03:11:39,076	INFO	54	org.l2jmobius.loginserver.GameServerThread	Server [2] Bartz is now set as disconnected.
2022.10.01 03:12:07,138	INFO	58	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Bartz IP's:
2022.10.01 03:12:07,138	INFO	58	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2022.10.01 03:12:07,138	INFO	58	org.l2jmobius.loginserver.GameServerThread	192.168.0.28/192.168.0.0/24
2022.10.01 03:12:07,139	INFO	58	org.l2jmobius.loginserver.GameServerThread	188.123.230.51/0.0.0.0/0
2022.10.01 03:26:09,669	INFO	58	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Bartz: Connection lost: Connection reset
2022.10.01 03:26:09,681	INFO	58	org.l2jmobius.loginserver.GameServerThread	Server [2] Bartz is now set as disconnected.
2022.10.01 03:26:40,254	INFO	70	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Bartz IP's:
2022.10.01 03:26:40,255	INFO	70	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2022.10.01 03:26:40,256	INFO	70	org.l2jmobius.loginserver.GameServerThread	192.168.0.28/192.168.0.0/24
2022.10.01 03:26:40,256	INFO	70	org.l2jmobius.loginserver.GameServerThread	188.123.230.51/0.0.0.0/0
2022.10.01 03:37:26,611	INFO	70	org.l2jmobius.loginserver.GameServerThread	GameServer [2] Bartz: Connection lost: Connection reset
2022.10.01 03:37:26,615	INFO	70	org.l2jmobius.loginserver.GameServerThread	Server [2] Bartz is now set as disconnected.
2022.10.01 03:37:53,458	INFO	76	org.l2jmobius.loginserver.GameServerThread	Updated Gameserver [2] Bartz IP's:
2022.10.01 03:37:53,460	INFO	76	org.l2jmobius.loginserver.GameServerThread	127.0.0.1/127.0.0.0/8
2022.10.01 03:37:53,460	INFO	76	org.l2jmobius.loginserver.GameServerThread	192.168.0.28/192.168.0.0/24
2022.10.01 03:37:53,460	INFO	76	org.l2jmobius.loginserver.GameServerThread	188.123.230.51/0.0.0.0/0
